Date,y1,y2,y3,y4,y5,y6,sum
9/11/2022,13,32,40,46,49,57,237
12/11/2022,10,11,18,37,42,58,176
13/11/2022,16,19,22,48,56,58,219
15/11/2022,4,5,11,21,45,55,141
16/11/2022,2,8,27,29,32,54,152
19/11/2022,2,7,9,16,39,46,119
20/11/2022,8,15,24,28,52,56,183
22/11/2022,5,14,26,29,44,54,172
23/11/2022,20,30,34,39,43,53,219
26/11/2022,14,19,25,39,51,53,201
27/11/2022,1,8,12,35,41,54,151
29/11/2022,8,17,22,31,41,49,168
30/11/2022,4,8,11,24,49,57,153
3/12/2022,9,13,21,29,30,53,155
4/12/2022,3,27,29,31,52,54,196
6/12/2022,5,11,20,44,47,50,177
7/12/2022,5,16,27,33,51,52,184
10/12/2022,6,9,11,16,17,27,86
11/12/2022,16,18,22,44,52,53,205
14/12/2022,3,18,19,23,39,55,157
17/12/2022,17,23,25,27,47,51,190
18/12/2022,11,25,29,37,45,47,194
20/12/2022,16,24,32,33,44,46,195
21/12/2022,19,20,26,38,39,55,197
24/12/2022,1,6,8,29,36,58,138
25/12/2022,11,16,39,50,54,57,227
27/12/2022,12,13,23,28,52,55,183
28/12/2022,6,19,25,38,46,50,184
31/12/2022,4,22,30,42,47,49,194
1/1/2023,5,7,16,23,24,28,103
4/1/2023,5,7,21,24,28,55,140
7/1/2023,3,5,27,36,48,50,169
8/1/2023,6,9,10,22,39,56,142
11/1/2023,4,7,10,17,24,32,94
14/01/2023,9,19,35,45,51,54,213
15/01/2023,8,22,36,43,49,58,216
18/01/2023,13,29,31,39,40,41,193
21/01/2023,4,27,32,40,47,50,200
22/01/2023,1,3,30,32,36,46,148
24/01/2023,5,13,15,30,35,58,156
25/01/2023,22,30,33,40,54,57,236
28/01/2023,1,10,26,30,33,43,143
29/01/2023,7,23,31,32,49,52,194
31/01/2023,3,6,17,33,35,49,143
1/2/2023,6,19,25,26,28,56,160
4/2/2023,14,18,39,42,48,53,214
5/2/2023,8,14,19,27,35,55,158
8/2/2023,4,6,8,11,17,22,68
11/2/2023,2,8,10,29,56,58,163
12/2/2023,2,3,13,20,32,37,107
15/02/2023,23,24,27,39,41,47,201
18/02/2023,3,5,15,16,21,52,112
19/02/2023,23,27,32,43,45,48,218
22/02/2023,9,14,15,28,39,48,153
25/02/2023,15,35,38,41,56,57,242
26/02/2023,1,9,14,16,32,37,109
1/3/2023,1,15,45,47,55,57,220
4/3/2023,13,39,44,51,53,56,256
5/3/2023,6,19,21,30,54,55,185
7/3/2023,29,33,37,40,44,48,231
8/3/2023,5,15,27,32,46,57,182
11/3/2023,23,26,29,34,35,49,196
12/3/2023,10,17,40,43,50,54,214
15/03/2023,12,17,27,28,31,33,148
18/03/2023,7,14,15,17,22,50,125
19/03/2023,4,25,32,45,55,58,219
22/03/2023,14,15,32,34,40,41,176
25/03/2023,13,15,31,50,52,56,217
26/03/2023,8,13,19,49,50,54,193
29/03/2023,13,21,24,29,32,44,163
1/4/2023,8,9,22,42,48,50,179
2/4/2023,6,25,29,38,43,45,186
5/4/2023,13,14,35,48,49,55,214
8/4/2023,3,25,31,34,37,53,183
9/4/2023,15,17,20,28,51,52,183
12/4/2023,7,8,26,52,57,58,208
15/04/2023,4,7,16,32,44,49,152
16/04/2023,9,31,35,42,43,48,208
19/04/2023,4,10,17,43,52,54,180
22/04/2023,3,4,11,25,28,32,103
23/04/2023,15,26,33,35,42,53,204
26/04/2023,4,15,16,30,38,58,161
29/04/2023,1,14,23,40,41,48,167
30/04/2023,11,18,22,26,31,36,144
3/5/2023,5,7,28,37,40,57,174
6/5/2023,7,14,25,32,38,47,163
7/5/2023,5,27,36,39,41,46,194
10/5/2023,13,15,31,40,44,46,189
13/05/2023,33,34,41,42,53,57,260
14/05/2023,10,29,33,45,48,55,220
17/05/2023,4,30,37,38,40,44,193
20/05/2023,1,7,10,20,49,57,144
21/05/2023,2,3,4,34,44,46,133
24/05/2023,10,23,35,45,52,57,222
27/05/2023,5,22,26,46,54,55,208
28/05/2023,9,11,19,29,34,52,154
30/05/2023,4,10,17,32,43,45,151
31/05/2023,2,3,7,8,33,55,108
3/6/2023,13,35,37,49,53,57,244
4/6/2023,6,18,19,27,30,52,152
7/6/2023,13,27,33,42,55,58,228
10/6/2023,13,17,31,35,47,48,191
11/6/2023,14,26,37,39,47,56,219
14/06/2023,1,7,28,38,45,47,166
17/06/2023,2,4,21,25,46,53,151
18/06/2023,4,7,13,19,29,53,125
21/06/2023,9,20,27,30,38,48,172
24/06/2023,9,19,23,29,31,43,154
25/06/2023,5,9,25,30,35,55,159
28/06/2023,5,10,38,48,49,57,207
1/7/2023,10,12,25,34,49,54,184
2/7/2023,8,10,15,31,41,47,152
4/7/2023,4,8,13,15,41,42,123
5/7/2023,9,15,18,20,29,40,131
8/7/2023,1,4,6,19,36,47,113
9/7/2023,18,33,45,49,55,58,258
12/7/2023,10,16,23,24,48,50,171
15/07/2023,2,12,27,38,42,50,171
16/07/2023,10,22,34,41,45,56,208
19/07/2023,12,34,42,45,50,51,234
22/07/2023,5,12,22,24,42,51,156
23/07/2023,2,12,22,25,38,40,139
26/07/2023,6,9,17,22,34,53,141
29/07/2023,7,9,24,37,47,56,180
30/07/2023,5,10,14,19,40,43,131
2/8/2023,12,21,25,31,46,54,189
